CMDLINE C:\Users\Алексей\AppData\Local\Programs\Python\Python311\python.exe mem_test.py
MEM 2010.078125 1685209961.9548
MEM 1936.859375 1685209962.0557
MEM 2039.296875 1685209962.1562
MEM 2039.835938 1685209962.2568
MEM 2040.335938 1685209962.3582
MEM 2089.773438 1685209962.4594
MEM 2105.421875 1685209962.5599
MEM 2105.421875 1685209962.6606
MEM 2105.421875 1685209962.7618
MEM 2105.421875 1685209962.8629
MEM 2105.421875 1685209962.9634
MEM 2105.421875 1685209963.0645
MEM 2105.421875 1685209963.1651
MEM 2105.421875 1685209963.2655
MEM 2105.421875 1685209963.3683
MEM 2105.421875 1685209963.4691
MEM 2105.421875 1685209963.5702
MEM 2105.421875 1685209963.6710
MEM 2105.421875 1685209963.7718
MEM 2105.421875 1685209963.8726
MEM 2105.421875 1685209963.9755
MEM 2105.421875 1685209964.0765
MEM 2105.421875 1685209964.1769
MEM 2105.421875 1685209964.2776
MEM 2105.421875 1685209964.3785
MEM 2105.421875 1685209964.4794
MEM 2105.421875 1685209964.5802
MEM 2105.421875 1685209964.6813
MEM 2105.421875 1685209964.7826
MEM 2105.421875 1685209964.8830
MEM 2105.421875 1685209964.9833
MEM 2105.421875 1685209965.0844
MEM 2105.421875 1685209965.1859
MEM 2105.421875 1685209965.2869
MEM 2105.421875 1685209965.3882
MEM 2105.421875 1685209965.4896
MEM 2105.421875 1685209965.5928
MEM 2105.421875 1685209965.6942
MEM 2105.421875 1685209965.7958
MEM 2105.421875 1685209965.8962
MEM 2105.421875 1685209965.9965
MEM 2105.421875 1685209966.0974
MEM 2105.421875 1685209966.1979
MEM 2105.421875 1685209966.2988
MEM 2105.421875 1685209966.3995
MEM 2105.421875 1685209966.5002
MEM 2105.421875 1685209966.6010
MEM 2105.421875 1685209966.7020
MEM 2105.421875 1685209966.8028
MEM 2105.421875 1685209966.9034
MEM 2105.421875 1685209967.0042
MEM 2105.421875 1685209967.1049
MEM 2105.421875 1685209967.2059
MEM 2105.421875 1685209967.3077
MEM 2105.421875 1685209967.4086
MEM 2105.421875 1685209967.5093
MEM 2105.421875 1685209967.6099
MEM 2105.421875 1685209967.7102
MEM 2105.421875 1685209967.8106
MEM 2105.421875 1685209967.9116
MEM 2105.421875 1685209968.0125
MEM 1915.753906 1685209968.1137
MEM 1920.046875 1685209968.2144
MEM 1927.023438 1685209968.3153
MEM 1927.023438 1685209968.4156
MEM 1927.023438 1685209968.5161
MEM 1927.023438 1685209968.6168
MEM 1927.023438 1685209968.7175
MEM 1927.023438 1685209968.8184
MEM 1927.023438 1685209968.9195
MEM 1927.023438 1685209969.0210
MEM 1927.023438 1685209969.1245
MEM 1927.023438 1685209969.2255
MEM 1927.023438 1685209969.3259
MEM 1927.023438 1685209969.4264
MEM 1927.023438 1685209969.5268
MEM 1927.023438 1685209969.6275
MEM 1927.023438 1685209969.7285
MEM 1927.023438 1685209969.8298
MEM 1927.023438 1685209969.9312
MEM 1927.023438 1685209970.0322
MEM 1927.023438 1685209970.1331
MEM 1927.023438 1685209970.2337
MEM 1927.023438 1685209970.3347
MEM 1927.023438 1685209970.4358
MEM 1927.023438 1685209970.5369
MEM 1927.023438 1685209970.6377
MEM 1927.023438 1685209970.7388
MEM 1927.023438 1685209970.8398
MEM 1927.023438 1685209970.9403
MEM 1927.023438 1685209971.0412
MEM 1927.023438 1685209971.1424
MEM 1927.023438 1685209971.2433
MEM 1927.023438 1685209971.3445
MEM 1927.023438 1685209971.4453
MEM 1927.023438 1685209971.5458
MEM 1927.027344 1685209971.6466
MEM 1927.027344 1685209971.7474
MEM 1927.027344 1685209971.8477
MEM 1927.027344 1685209971.9482
MEM 1927.027344 1685209972.0489
MEM 1927.027344 1685209972.1502
MEM 1927.027344 1685209972.2507
MEM 1927.027344 1685209972.3511
MEM 1927.027344 1685209972.4515
MEM 1927.027344 1685209972.5522
MEM 1927.027344 1685209972.6532
MEM 1927.027344 1685209972.7537
MEM 1927.027344 1685209972.8542
MEM 1927.027344 1685209972.9550
MEM 1927.027344 1685209973.0556
MEM 1927.027344 1685209973.1563
MEM 1927.027344 1685209973.2571
MEM 1927.027344 1685209973.3581
MEM 1927.027344 1685209973.4591
MEM 1927.027344 1685209973.5600
MEM 1927.027344 1685209973.6605
MEM 1927.027344 1685209973.7609
MEM 1927.027344 1685209973.8617
MEM 1927.027344 1685209973.9625
MEM 1927.027344 1685209974.0629
MEM 1927.027344 1685209974.1644
MEM 1927.027344 1685209974.2655
MEM 1927.027344 1685209974.3662
MEM 1927.027344 1685209974.4676
MEM 1927.027344 1685209974.5680
MEM 1927.027344 1685209974.6687
MEM 1927.027344 1685209974.7698
MEM 1927.027344 1685209974.8712
MEM 1927.027344 1685209974.9716
MEM 1927.027344 1685209975.0721
MEM 1927.179688 1685209975.1724
MEM 1927.179688 1685209975.2737
MEM 1927.179688 1685209975.3749
MEM 1927.179688 1685209975.4757
MEM 1927.179688 1685209975.5769
FUNC __main__.binary_search_iter 1916.8477 1685209968.1463 1917.1641 1685209968.1484 0
FUNC __main__.jump_search 1917.1953 1685209968.1502 1917.3203 1685209968.1911 0
FUNC __main__.linear_search 1917.2930 1685209968.1869 1917.3008 1685209968.1900 1
FUNC __main__.wrapper_for_recurs 1917.1758 1685209968.1487 1917.1914 1685209968.1492 0
MEM 1927.179688 1685209975.6780
MEM 1927.179688 1685209975.7788
MEM 1927.179688 1685209975.8802
MEM 1927.179688 1685209975.9812
MEM 1927.179688 1685209976.0819
MEM 1927.179688 1685209976.1826
MEM 1927.179688 1685209976.2836
MEM 1927.179688 1685209976.3840
MEM 1927.179688 1685209976.4844
MEM 1927.179688 1685209976.5848
MEM 1927.179688 1685209976.6856
MEM 1927.179688 1685209976.7860
MEM 1927.179688 1685209976.8868
MEM 1927.179688 1685209976.9880
MEM 1927.179688 1685209977.0883
MEM 1927.179688 1685209977.1892
MEM 1927.179688 1685209977.2898
MEM 1927.179688 1685209977.3907
MEM 1927.179688 1685209977.4912
MEM 1927.179688 1685209977.5918
MEM 1927.179688 1685209977.6927
MEM 1927.179688 1685209977.7935
MEM 1927.179688 1685209977.8941
MEM 1927.179688 1685209977.9951
MEM 1927.179688 1685209978.0961
MEM 1927.226562 1685209978.1969
MEM 1927.226562 1685209978.2984
MEM 1927.226562 1685209978.3997
MEM 1927.226562 1685209978.5006
MEM 1927.226562 1685209978.6019
MEM 1927.226562 1685209978.7024
MEM 1927.226562 1685209978.8033
MEM 1927.226562 1685209978.9045
MEM 1927.226562 1685209979.0058
MEM 1927.226562 1685209979.1069
MEM 1927.226562 1685209979.2078
MEM 1927.226562 1685209979.3082
MEM 1927.226562 1685209979.4088
MEM 1927.226562 1685209979.5096
MEM 1927.226562 1685209979.6104
MEM 1927.226562 1685209979.7115
MEM 1927.226562 1685209979.8128
MEM 1927.226562 1685209979.9138
MEM 1927.226562 1685209980.0145
MEM 1927.226562 1685209980.1155
MEM 1927.226562 1685209980.2164
MEM 1927.226562 1685209980.3170
MEM 1927.226562 1685209980.4180
MEM 1927.226562 1685209980.5193
MEM 1927.226562 1685209980.6204
MEM 1927.226562 1685209980.7208
MEM 1927.226562 1685209980.8213
MEM 1927.226562 1685209980.9219
MEM 1927.226562 1685209981.0225
MEM 1927.226562 1685209981.1229
MEM 1927.402344 1685209981.2234
MEM 1927.402344 1685209981.3243
MEM 1927.402344 1685209981.4249
MEM 1927.402344 1685209981.5257
MEM 1927.402344 1685209981.6262
MEM 1927.402344 1685209981.7268
MEM 1927.402344 1685209981.8275
MEM 1927.402344 1685209981.9279
MEM 1927.402344 1685209982.0292
MEM 1927.402344 1685209982.1303
MEM 1927.402344 1685209982.2311
MEM 1927.402344 1685209982.3316
MEM 1927.402344 1685209982.4327
MEM 1927.402344 1685209982.5337
MEM 1927.402344 1685209982.6346
MEM 1927.402344 1685209982.7356
MEM 1927.402344 1685209982.8360
MEM 1927.402344 1685209982.9365
MEM 1927.402344 1685209983.0374
MEM 1927.402344 1685209983.1383
MEM 1927.402344 1685209983.2395
MEM 1927.402344 1685209983.3408
MEM 1927.402344 1685209983.4413
MEM 1927.402344 1685209983.5426
MEM 1927.402344 1685209983.6435
MEM 1927.402344 1685209983.7438
MEM 1927.402344 1685209983.8450
MEM 1927.402344 1685209983.9456
MEM 1927.402344 1685209984.0468
MEM 1927.402344 1685209984.1473
MEM 1927.402344 1685209984.2478
MEM 1927.402344 1685209984.3490
MEM 1927.402344 1685209984.4494
MEM 1927.402344 1685209984.5504
MEM 1927.402344 1685209984.6509
MEM 1927.402344 1685209984.7513
MEM 1927.402344 1685209984.8521
MEM 1927.402344 1685209984.9530
MEM 1927.402344 1685209985.0534
MEM 1927.402344 1685209985.1549
MEM 1927.402344 1685209985.2562
MEM 1927.402344 1685209985.3565
MEM 1927.402344 1685209985.4574
MEM 1927.402344 1685209985.5579
MEM 1927.402344 1685209985.6590
MEM 1927.402344 1685209985.7598
MEM 1927.402344 1685209985.8612
MEM 1927.402344 1685209985.9619
MEM 1927.402344 1685209986.0630
MEM 1927.402344 1685209986.1639
MEM 1927.402344 1685209986.2646
MEM 1927.402344 1685209986.3650
MEM 1927.402344 1685209986.4655
MEM 1927.402344 1685209986.5662
MEM 1927.402344 1685209986.6669
MEM 1927.402344 1685209986.7677
MEM 1927.402344 1685209986.8686
MEM 1927.402344 1685209986.9692
MEM 1927.402344 1685209987.0696
MEM 1927.402344 1685209987.1703
MEM 1927.402344 1685209987.2707
MEM 1927.402344 1685209987.3719
MEM 1927.402344 1685209987.4723
MEM 1927.402344 1685209987.5731
MEM 1927.402344 1685209987.6744
MEM 1927.402344 1685209987.7758
MEM 1927.402344 1685209987.8764
MEM 1927.402344 1685209987.9772
MEM 1927.402344 1685209988.0776
MEM 1927.402344 1685209988.1780
MEM 1927.402344 1685209988.2786
MEM 1927.425781 1685209988.3791
MEM 1927.468750 1685209988.4802
MEM 944.671875 1685209988.5812
MEM 14.789062 1685209988.6824
